Gene	TP-EFF_580007-checked-ARG-host_cov_col_14	YL-AS_578825-checked-ARG-host_cov_col_14	SWH-AS_577324-checked-ARG-host_cov_col_14	SWH-IN_578335-checked-ARG-host_cov_col_14	YL-EFF_579475-checked-ARG-host_cov_col_14	ST-IN_577286-checked-ARG-host_cov_col_14	ST-AS_578410-checked-ARG-host_cov_col_14	SK-IN_578754-checked-ARG-host_cov_col_14	ST-ADS_579814-checked-ARG-host_cov_col_14	TP-IN_577697-checked-ARG-host_cov_col_14	TP-AS_578565-checked-ARG-host_cov_col_14	ST-EEF_579967-checked-ARG-host_cov_col_14	SWH-EFF_579360-checked-ARG-host_cov_col_14	YL-IN_577304-ARG-host_cov_col_14	SK-EFF_577737-checked-ARG-host_cov_col_14	SWH-ADS_577436-checked-ARG-host_cov_col_14	STL-EFF_577476-checked-ARG-host_cov_col_14	STL-AS_579739-checked-ARG-host_cov_col_14	SK-AS_579852-checked-ARG-host_cov_col_14	YL-ADS_577288-checked-ARG-host_cov_col_14	TP-ADS_743148-checked-ARG-host_cov_col_14	STL-IN_578603-checked-ARG-host_cov_col_14
s__JACKOD01 sp024234505	3.1667032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ottowia sp024235955	15.986609	14.278298	0.0	0.0	0.0	9.707648	15.209859	0.0	19.05508	19.20439	21.60578	0.0	0.0	12.606475	0.0	0.0	0.0	0.0	0.0	0.0	24.332603	0.0
s__	176.25271270000002	110.0909072	33.98932239999999	33.0265555	1144.4321396	112.1426859	41.043709500000006	95.9044736	64.8584883	291.65233059999997	55.1535394	103.96315339999998	35.303848	96.0082395	158.02897230000002	95.4413043	110.2271231	145.81458880000002	88.9797807	79.3958242	297.495503	159.0809243
s__Mycobacterium mageritense	0.0	0.0	0.0	14.975817	0.0	0.0	0.0	5.3883886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.7210655	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingobium sp020446425	0.0	13.148789	0.0	0.0	4.8898654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella sp018054505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.90686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9637537	0.0	0.0	0.0	0.0	0.0
s__OLB8 sp001567405	7.3850527	24.368097	0.0	0.0	7.3468466	0.0	0.0	0.0	0.0	7.92925	7.858313	0.0	0.0	0.0	9.535238	0.0	0.0	8.528976	134.22235	0.0	0.0	0.0
s__Mycobacterium senegalense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.718456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Phocaeicola vulgatus	0.0	0.0	0.0	26.771317	0.0	0.0	0.0	0.0	0.0	36.573902	0.0	0.0	0.0	13.6310625	0.0	0.0	5.2374215	0.0	0.0	0.0	0.0	4.604747
s__Sulfurospirillum sp001548035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.092995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.641061	0.0	0.0	0.0	0.0	0.0
s__Rubrivivax_A sp019635285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.526756	8.351792	0.0	11.467354	0.0	0.0	28.376158
s__JAGPKJ01 sp018053995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5782776	0.0	0.0
s__Epilithonimonas vandammei	0.0	0.0	0.0	13.301011	0.0	0.0	0.0	9.309051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Rhodococcus ruber	0.0	0.0	0.0	0.0	0.0	29.551586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ottowia sp018240925	0.0	0.0	0.0	0.0	0.0	8.93816	12.832016	0.0	18.99598	0.0	0.0	3.5803087	0.0	0.0	0.0	0.0	10.999825	0.0	14.644611	0.0	0.0	0.0
s__Brachymonas sp017993135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6534824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus flavefaciens_H	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1127844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Aeromonas caviae	0.0	0.0	0.0	42.03565	0.0	0.0	0.0	0.0	0.0	47.831646	0.0	0.0	0.0	108.66003	0.0	0.0	13.094265	0.0	0.0	0.0	0.0	35.846867
s__Mycobacterium fortuitum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.330687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Giesbergeria sp010020825	0.0	0.0	0.0	28.090355	9.24955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.027552	16.273302	6.040316	6.8159914	0.0	0.0	0.0	21.811094	0.0	0.0
s__AWTP1-35 sp003962875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.177505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Mycobacterium sp020438785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.419968	103.39689	0.0	0.0	0.0	0.0	0.0
s__OLB8 sp018057925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.667439	31.8077	0.0	0.0	0.0	0.0
s__Nitrotoga fabula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.461982	0.0	0.0
s__Bacteroides_I graminisolvens	0.0	0.0	0.0	0.0	4.903226	31.345335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.469048	0.0	0.0	0.0	0.0	0.0	3.7110825	5.967759	10.172118
s__JADJSS01 sp020636535	0.0	22.315086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3995066	0.0	0.0
s__Mycobacterium austroafricanum	0.0	0.0	0.0	0.0	8.980511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.352124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides uniformis	0.0	0.0	0.0	16.29645	0.0	5.4087653	0.0	0.0	0.0	20.49159	0.0	0.0	0.0	7.622924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Albidovulum sp024236495	0.0	18.843988	0.0	0.0	3.7899156	0.0	10.757763	0.0	0.0	0.0	0.0	0.0	0.0	16.120644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Nocardia cyriacigeorgica_B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.79498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Rivicola pingtungensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5879507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ottowia sp020848515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4096117	13.428296	0.0	0.0	24.436747	0.0	0.0	0.0
s__CAISIP01 sp016790475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.384353	0.0	0.0	0.0
s__Comamonas_C sp001724135	0.0	12.658636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.047213	0.0	0.0
s__Brachymonas sp018054915	0.0	0.0	0.0	15.826567	0.0	0.0	0.0	19.074759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.005771
s__Mycobacterium insubricum	8.576179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.101965	0.0	0.0	0.0	0.0	24.854836	0.0	0.0	0.0	0.0	0.0
s__Macellibacteroides fermentans	0.0	0.0	0.0	8.729218	0.0	0.0	0.0	36.321274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Thiothrix nivea	0.0	34.823933	0.0	0.0	19.573648	6.265927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Laribacter hongkongensis	0.0	0.0	0.0	0.0	0.0	4.29158	0.0	16.581789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Halioglobus sp024234735	0.0	0.0	0.0	0.0	0.0	0.0	37.685028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_E fluvialis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.488776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__CAISIP01 sp024236015	0.0	6.5814366	0.0	0.0	0.0	0.0	5.6228704	0.0	0.0	0.0	6.3620687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Mycobacterium sp020438895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.563961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Acinetobacter sp003987695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.141308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alicycliphilus sp018054745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.73188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.594336
s__Ottowia sp001897615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.233156	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__UBA1064 sp002316235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.99359	0.0	0.0	0.0	0.0	33.243294	0.0
s__Pseudomonas_E mandelii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.45951	0.0	0.0	0.0	0.0	0.0
s__Nitrosomonas sp008015595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.073131	21.66713	0.0	0.0	0.0	6.7635493
s__Saccharofermentans sp012728275	3.7862039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Saccharofermentans sp022484595	0.0	0.0	0.0	14.906801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Giesbergeria sp023954095	0.0	0.0	0.0	0.0	10.161659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ottowia beijingensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.534418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__JAMLHW01 sp023954475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	233.97746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
