Gene	TP-EFF_580007-checked-ARG-host_cov_col_14	YL-AS_578825-checked-ARG-host_cov_col_14	SWH-AS_577324-checked-ARG-host_cov_col_14	SWH-IN_578335-checked-ARG-host_cov_col_14	YL-EFF_579475-checked-ARG-host_cov_col_14	ST-IN_577286-checked-ARG-host_cov_col_14	ST-AS_578410-checked-ARG-host_cov_col_14	SK-IN_578754-checked-ARG-host_cov_col_14	ST-ADS_579814-checked-ARG-host_cov_col_14	TP-IN_577697-checked-ARG-host_cov_col_14	TP-AS_578565-checked-ARG-host_cov_col_14	ST-EEF_579967-checked-ARG-host_cov_col_14	SWH-EFF_579360-checked-ARG-host_cov_col_14	YL-IN_577304-ARG-host_cov_col_14	SK-EFF_577737-checked-ARG-host_cov_col_14	SWH-ADS_577436-checked-ARG-host_cov_col_14	STL-EFF_577476-checked-ARG-host_cov_col_14	STL-AS_579739-checked-ARG-host_cov_col_14	SK-AS_579852-checked-ARG-host_cov_col_14	YL-ADS_577288-checked-ARG-host_cov_col_14	TP-ADS_743148-checked-ARG-host_cov_col_14	STL-IN_578603-checked-ARG-host_cov_col_14
s__Vibrio fluvialis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.755556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__JACKKV01 sp024236235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7445621	4.5637684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gordonia sihwensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.8357215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Thauera aminoaromatica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.6220255	0.0	0.0	0.0	0.0	0.0	11.876775	0.0	0.0	0.0
s__Sphingobium limneticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210.32246	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Limiplasma sp023395615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.527125	0.0	0.0	0.0	0.0	0.0	0.0
s__Plasticicumulans sp003962905	0.0	89.36404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_E alcaligenes	0.0	0.0	0.0	25.978107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__HKST-UBA178 sp020445405	0.0	0.0	0.0	0.0	0.0	8.064209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Neisseria suis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.295191	0.0	0.0	0.0	0.0	0.0	8.38218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Methanofastidiosum sp013178285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8007803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__SHZI01 sp024234935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.351732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Thauera sp003963015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.70822	5.756437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Skermania piniformis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8582745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paenibacillus chibensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.447721	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_E agarici	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0135565	0.0	0.0	0.0	0.0	0.0
s__UBA3362 sp016710235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.204813	0.0	0.0	0.0
s__OLB10 sp001567275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.104755	0.0	0.0
s__JACKOX01 sp024233975	6.479774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_D bicirculans	0.0	0.0	0.0	4.128931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Fibro-01 sp001462345	0.0	0.0	0.0	0.0	0.0	3.0621603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__JACKPT01 sp024233345	0.0	0.0	0.0	0.0	0.0	0.0	5.2971888	0.0	0.0	0.0	4.234745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Micropruina glycogenica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.801218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingobium xenophagum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3594804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sedimentibacter sp003483345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5245266	0.0	0.0	0.0	0.0	0.0	0.0
s__Thiolinea sp020442915	0.0	0.0	0.0	0.0	42.08521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.460388	0.0	0.0
s__JACKEA01 sp020633235	4.7015767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingobium yanoikuyae	0.0	0.0	0.0	0.0	8.897849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__JAEUMD01 sp020638055	0.0	0.0	0.0	0.0	0.0	0.0	11.2855425	0.0	0.0	0.0	0.0	9.572015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__41T-STBD-0c-01a sp024235395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.166365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__JACKQE01 sp024233005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7950363	4.2404833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Microbacterium sp002313585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.601441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__SSSZ01 sp009469685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.896165	0.0	0.0	0.0	0.0	0.0	34.111217	0.0	0.0	0.0
s__Nitrospira_A sp009594855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4481	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__UBA1368 sp002305965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.113731	0.0	7.819028	0.0	0.0	0.0	0.0	0.0	0.0
s__UBA4844 sp012729715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065956	0.0	0.0
s__VMDK01 sp020635435	3.3489616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lachnospira eligens_A	0.0	0.0	0.0	5.9221215	0.0	0.0	0.0	10.423856	0.0	6.0807347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__UBA5078 sp024234325	0.0	0.0	0.0	0.0	4.368305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Dokdonella sp019634795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7470586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Mycobacterium sp020438845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.45783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Megamonas funiformis	0.0	0.0	0.0	14.903399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.070822	0.0	0.0	3.776164	0.0	0.0	0.0	0.0	0.0
s__Brevibacillus centrosporus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.322656	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__PHAA01 sp022706565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.329479	0.0	0.0	0.0	0.0	0.0	0.0
s__Tabrizicola sp016793705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.723633	0.0	0.0	0.0
s__JAGOSC01 sp020429915	4.2544127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__JAGPMH01 sp018052945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.88196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Piscinibacter sp017983795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.732979	0.0	0.0	0.0	0.0	0.0
s__UBA1413 sp012729335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.445786	0.0	0.0
s__JACKHO01 sp020426515	0.0	0.0	0.0	0.0	3.4288497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_E leptonychotis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.779505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Mesotoga prima	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.7235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Agathobacter rectalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.36929	0.0	0.0	0.0	0.0	0.0	5.8753138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sutterella wadsworthensis_A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0885987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gordonia polyisoprenivorans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.965284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Atribacter sp002069605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7983806	0.0	0.0	0.0	0.0	0.0	0.0
s__Sterolibacterium sp018062105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5770202	0.0	0.0	0.0	0.0	0.0
s__Streptococcus suis_AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.326485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Caedibacter taeniospiralis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3438745	0.0	0.0	0.0	0.0	0.0
s__Pseudoxanthomonas_A mexicana	0.0	0.0	0.0	7.9781895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Acetoanaerobium noterae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.942905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphaerotilus sulfidivorans	0.0	0.0	0.0	27.596607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Moraxella porci	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.479207	0.0	19.031889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gordonia malaquae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.746283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_F sp017426705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.535048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Brachymonas sp017996515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.643451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Acinetobacter towneri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.418223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
