Gene	TP-EFF_580007-checked-ARG-host_cov_col_4	YL-AS_578825-checked-ARG-host_cov_col_4	SWH-AS_577324-checked-ARG-host_cov_col_4	SWH-IN_578335-checked-ARG-host_cov_col_4	YL-EFF_579475-checked-ARG-host_cov_col_4	ST-IN_577286-checked-ARG-host_cov_col_4	ST-AS_578410-checked-ARG-host_cov_col_4	SK-IN_578754-checked-ARG-host_cov_col_4	ST-ADS_579814-checked-ARG-host_cov_col_4	TP-IN_577697-checked-ARG-host_cov_col_4	TP-AS_578565-checked-ARG-host_cov_col_4	ST-EEF_579967-checked-ARG-host_cov_col_4	SWH-EFF_579360-checked-ARG-host_cov_col_4	YL-IN_577304-ARG-host_cov_col_4	SK-EFF_577737-checked-ARG-host_cov_col_4	SWH-ADS_577436-checked-ARG-host_cov_col_4	STL-EFF_577476-checked-ARG-host_cov_col_4	STL-AS_579739-checked-ARG-host_cov_col_4	SK-AS_579852-checked-ARG-host_cov_col_4	YL-ADS_577288-checked-ARG-host_cov_col_4	TP-ADS_743148-checked-ARG-host_cov_col_4	STL-IN_578603-checked-ARG-host_cov_col_4
p__Gemmatimonadota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3136945	0.0	0.0	0.0	0.0
p__Fibrobacterota	0.0	0.0	0.0	0.0	0.0	8.6205376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p__Methanobacteriota_B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8007803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p__Thermotogota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.7235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p__OLB16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3142014	0.0	0.0	0.0	0.0	0.0	0.0
p__Spirochaetota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4154377	0.0	0.0	13.317213	0.0
p__Omnitrophota	4.2544127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p__Nitrospirota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4481	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p__Cyanobacteriota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3132343	0.0	0.0	0.0	0.0	0.0	0.0
p__Bacillota_B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.113731	0.0	19.148507	0.0	0.0	0.0	4.0065956	0.0	0.0
p__Atribacterota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7983806	0.0	0.0	0.0	0.0	0.0	0.0
