Gene	TP-EFF_580007-checked-ARG-host_cov_col_8	YL-AS_578825-checked-ARG-host_cov_col_8	SWH-AS_577324-checked-ARG-host_cov_col_8	SWH-IN_578335-checked-ARG-host_cov_col_8	YL-EFF_579475-checked-ARG-host_cov_col_8	ST-IN_577286-checked-ARG-host_cov_col_8	ST-AS_578410-checked-ARG-host_cov_col_8	SK-IN_578754-checked-ARG-host_cov_col_8	ST-ADS_579814-checked-ARG-host_cov_col_8	TP-IN_577697-checked-ARG-host_cov_col_8	TP-AS_578565-checked-ARG-host_cov_col_8	ST-EEF_579967-checked-ARG-host_cov_col_8	SWH-EFF_579360-checked-ARG-host_cov_col_8	YL-IN_577304-ARG-host_cov_col_8	SK-EFF_577737-checked-ARG-host_cov_col_8	SWH-ADS_577436-checked-ARG-host_cov_col_8	STL-EFF_577476-checked-ARG-host_cov_col_8	STL-AS_579739-checked-ARG-host_cov_col_8	SK-AS_579852-checked-ARG-host_cov_col_8	YL-ADS_577288-checked-ARG-host_cov_col_8	TP-ADS_743148-checked-ARG-host_cov_col_8	STL-IN_578603-checked-ARG-host_cov_col_8
o__Methanofastidiosales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8007803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__Peptostreptococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.942905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7175214	0.0	0.0	0.0	0.0	0.0	0.0
o__Phycisphaerales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2199721
o__Xanthomonadales	6.479774	5.257082	0.0	7.9781895	0.0	0.0	0.0	0.0	0.0	0.0	3.7470586	0.0	0.0	0.0	0.0	0.0	11.247307	6.525698	0.0	0.0	0.0	0.0
o__Verrucomicrobiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7950363	4.2404833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__SURF-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3142014	0.0	0.0	0.0	0.0	0.0	0.0
o__Syntrophomonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.113731	0.0	19.148507	0.0	0.0	0.0	4.0065956	0.0	0.0
o__Fibrobacterales	0.0	0.0	0.0	0.0	0.0	8.6205376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__Anaerolineales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.186205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__UBA9214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.325873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__Petrotogales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.7235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__Obscuribacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3132343	0.0	0.0	0.0	0.0	0.0	0.0
o__Legionellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.383041	0.0	0.0	0.0	0.0	0.0
o__Lactobacillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.535048	0.0	0.0	0.0	79.326485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__Tissierellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5245266	0.0	0.0	0.0	0.0	0.0	0.0
o__UBA4802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.317213	0.0
o__Gemmatimonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3136945	0.0	0.0	0.0	0.0
o__NS11-12g	3.3489616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__Nitrospirales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4481	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__Francisellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3438745	0.0	0.0	0.0	0.0	0.0
o__Turneriellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4154377	0.0	0.0	0.0	0.0
o__Zapsychrales	4.2544127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__Brevibacillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.322656	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__Paracaedibacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1883028	0.0	0.0	0.0	0.0	0.0
o__UBA1845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8328713	0.0	0.0	0.0	0.0	0.0	0.0
o__Atribacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7983806	0.0	0.0	0.0	0.0	0.0	0.0
o__Syntrophales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1256504	0.0	0.0	0.0	0.0	0.0	0.0
