Gene	TP-EFF_580007-checked-ARG-host_cov_col_8	YL-AS_578825-checked-ARG-host_cov_col_8	SWH-AS_577324-checked-ARG-host_cov_col_8	SWH-IN_578335-checked-ARG-host_cov_col_8	YL-EFF_579475-checked-ARG-host_cov_col_8	ST-IN_577286-checked-ARG-host_cov_col_8	ST-AS_578410-checked-ARG-host_cov_col_8	SK-IN_578754-checked-ARG-host_cov_col_8	ST-ADS_579814-checked-ARG-host_cov_col_8	TP-IN_577697-checked-ARG-host_cov_col_8	TP-AS_578565-checked-ARG-host_cov_col_8	ST-EEF_579967-checked-ARG-host_cov_col_8	SWH-EFF_579360-checked-ARG-host_cov_col_8	YL-IN_577304-ARG-host_cov_col_8	SK-EFF_577737-checked-ARG-host_cov_col_8	SWH-ADS_577436-checked-ARG-host_cov_col_8	STL-EFF_577476-checked-ARG-host_cov_col_8	STL-AS_579739-checked-ARG-host_cov_col_8	SK-AS_579852-checked-ARG-host_cov_col_8	YL-ADS_577288-checked-ARG-host_cov_col_8	TP-ADS_743148-checked-ARG-host_cov_col_8	STL-IN_578603-checked-ARG-host_cov_col_8
o__Pseudomonadales	11.3031292	0.0	6.4848514	31.076277	18.175252	0.0	37.685028	50.863375000000005	0.0	42.421767	0.0	2.779505	19.141308	13.418223	0.0	0.0	73.4695985	2.984412	0.0	0.0	0.0	16.938944
o__Burkholderiales	21.34768	65.2037966	18.944128999999997	80.873818	39.798561	40.083593	33.6647454	120.2277444	38.05106	40.3875383	81.9204001	17.2860221	43.5160174	63.504927	44.8492979	44.4821568	70.6198035	61.8387984	167.7606748	95.565099	24.332603	112.9064508
o__Mycobacteriales	148.528019	0.0	0.0	14.975817	105.849821	29.551586	0.0	5.3883886	0.0	209.7833	0.0	261.6042895	26.5027445	60.487354	32.844904	66.14103349999999	160.99860460000002	39.876896	0.0	0.0	224.974296	62.8573
o__Sphingomonadales	0.0	13.148789	0.0	0.0	13.7877144	0.0	0.0	0.0	0.0	3.7445621	4.5637684	0.0	7.6365342	0.0	254.19024	15.6199871	0.0	9.429679	0.0	0.0	0.0	6.4984927
o__Rhodobacterales	0.0	26.2798277	0.0	13.4110725	3.7899156	27.96796	10.757763	0.0	9.788014	26.68799	0.0	0.0	0.0	16.120644	5.925919	9.827922	0.0	3.9473672	23.723633	0.0	14.252406	0.0
o__Bacteroidales	0.0	0.0	0.0	51.796985	4.903226	36.7541003	0.0	73.22813400000001	0.0	57.06549199999999	0.0	0.0	0.0	43.7230345	0.0	114.4317266	8.2011752	0.0	0.0	20.525816000000003	39.211053	14.776865
o__Desulfatiglandales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5336165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__Chitinophagales	7.3850527	46.683183	0.0	0.0	7.3468466	0.0	0.0	0.0	0.0	7.92925	7.858313	0.0	0.0	0.0	9.535238	2.4722319	8.667439	40.336676	162.694537	3.3995066	0.0	22.965528
o__Campylobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.092995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.641061	0.0	0.0	0.0	0.0	0.0
o__Lachnospirales	0.0	0.0	0.0	5.9221215	0.0	32.339576	0.0	45.793146	0.0	6.0807347	0.0	0.0	0.0	5.8753138	0.0	4.0793495	0.0	0.0	0.0	7.5782776	0.0	0.0
o__UBA4820	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.436751	0.0
o__Palsa-1104	0.0	0.0	8.560342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__Flavobacteriales	8.3258698	0.0	0.0	13.301011	79.897202	0.0	0.0	22.307486	0.0	0.0	8.471271	0.0	0.0	0.0	0.0	0.0	4.678389	0.0	0.0	0.0	0.0	7.434051
o__Christensenellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8992724	0.0	0.0	0.0	0.0	0.0	0.0	5.527125	0.0	0.0	0.0	0.0	0.0	0.0
o__Enterobacterales_A	0.0	0.0	0.0	42.03565	0.0	10.084274	0.0	0.0	0.0	75.99411199999999	0.0	0.0	0.0	126.0624008	0.0	0.0	13.094265	0.0	0.0	0.0	0.0	35.846867
o__Actinomycetales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.601441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__Acidimicrobiales	0.0	15.9623995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.177505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__Saccharofermentanales	3.7862039	0.0	0.0	14.906801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.215249	0.0
o__Thiotrichales	0.0	75.19265999999999	0.0	0.0	990.073318	6.265927	0.0	4.0772166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1016164	0.0	0.0	37.411287	0.0	0.0
o__Synergistales	0.0	0.0	0.0	0.0	0.0	4.658987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__Oscillospirales	4.5205793	0.0	0.0	4.128931	0.0	6.831798	0.0	0.0	10.0843678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.285862	0.0
o__Chromatiales	6.245522	0.0	0.0	0.0	0.0	8.064209	31.211086	0.0	0.0	18.166365	19.60854	3.197676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.013726	0.0
o__Rhizobiales	0.0	0.0	0.0	5.157024	0.0	0.0	11.2855425	0.0	0.0	0.0	0.0	11.958916	0.0	7.053468	0.0	0.0	0.0	17.448263	6.1258783	0.0	0.0	0.0
o__Bacillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.9300823	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__Planctomycetales	0.0	9.381433	0.0	0.0	8.485718299999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1996756	0.0	0.0
o__Competibacterales	0.0	89.36404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.452606	20.829397	0.0	0.0	0.0	0.0	10.989085	0.0	0.0	0.0	0.0	0.0	0.0
o__Paenibacillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.447721	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__Nannocystales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1046734	0.0	0.0	0.0	3.2481203	0.0	0.0	0.0
o__AKYH767-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.104755	0.0	0.0
o__LD1-PB3_A	0.0	0.0	0.0	0.0	0.0	0.0	5.2971888	0.0	0.0	0.0	4.234745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__Propionibacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.801218	0.0	0.0	0.0	0.0	0.0	0.0	14.294443	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__Promineofilales	3.7114046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	233.97746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__GCA-2729495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.351732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__JAAEPA01	0.0	0.0	0.0	0.0	0.0	7.5555086	9.8326235	0.0	21.479797	0.0	0.0	9.340178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o__Acidaminococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9060807	0.0	0.0	0.0	0.0	0.0	3.6314921	0.0	0.0
o__AKYH767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.701473	0.0	0.0	0.0	0.0
o__Polyangiales	4.7015767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8949564	0.0	0.0	0.0	7.4987903	0.0	0.0	0.0
o__Selenomonadales	0.0	0.0	0.0	14.903399	0.0	0.0	0.0	30.88196	0.0	0.0	0.0	0.0	0.0	8.070822	0.0	0.0	3.776164	0.0	0.0	0.0	0.0	0.0
