Gene	TP-EFF_580007-checked-ARG-host_cov_col_12	YL-AS_578825-checked-ARG-host_cov_col_12	SWH-AS_577324-checked-ARG-host_cov_col_12	SWH-IN_578335-checked-ARG-host_cov_col_12	YL-EFF_579475-checked-ARG-host_cov_col_12	ST-IN_577286-checked-ARG-host_cov_col_12	ST-AS_578410-checked-ARG-host_cov_col_12	SK-IN_578754-checked-ARG-host_cov_col_12	ST-ADS_579814-checked-ARG-host_cov_col_12	TP-IN_577697-checked-ARG-host_cov_col_12	TP-AS_578565-checked-ARG-host_cov_col_12	ST-EEF_579967-checked-ARG-host_cov_col_12	SWH-EFF_579360-checked-ARG-host_cov_col_12	YL-IN_577304-ARG-host_cov_col_12	SK-EFF_577737-checked-ARG-host_cov_col_12	SWH-ADS_577436-checked-ARG-host_cov_col_12	STL-EFF_577476-checked-ARG-host_cov_col_12	STL-AS_579739-checked-ARG-host_cov_col_12	SK-AS_579852-checked-ARG-host_cov_col_12	YL-ADS_577288-checked-ARG-host_cov_col_12	TP-ADS_743148-checked-ARG-host_cov_col_12	STL-IN_578603-checked-ARG-host_cov_col_12
g__JAAEPA01	0.0	0.0	0.0	0.0	0.0	7.5555086	9.8326235	0.0	21.479797	0.0	0.0	9.340178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__JABCPE02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.998435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Methanofastidiosum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8007803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Vibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.755556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__JADCGM01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2770538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Aestuariivirga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1258783	0.0	0.0	0.0
g__OLB10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.104755	0.0	0.0
g__JACKOX01	6.479774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Pseudogemmobacter	0.0	7.4358397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Micropruina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.801218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__SHZI01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.351732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Parvicella	6.2262707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.471271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Thiocapsa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.197676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Skermania	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8582745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__RZYP01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9060807	0.0	0.0	0.0	0.0	0.0	3.6314921	0.0	0.0
g__JADJRG01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1046734	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__JABLXU01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3142014	0.0	0.0	0.0	0.0	0.0	0.0
g__UBA668	0.0	15.9623995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Lachnospira	0.0	0.0	0.0	5.9221215	0.0	0.0	0.0	10.423856	0.0	6.0807347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__UBA6107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.186205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Aquabacterium_A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9734082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Megamonas	0.0	0.0	0.0	14.903399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.070822	0.0	0.0	3.776164	0.0	0.0	0.0	0.0	0.0
g__Nocardioides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.294443	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__QKMZ01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3132343	0.0	0.0	0.0	0.0	0.0	0.0
g__Rhodoferax_C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8807106	4.2360954	0.0	0.0	0.0	0.0
g__VBCG01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.307669	0.0	0.0	0.0	0.0
g__Moraxella_A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.384168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.938944
g__CTSOIL-112	0.0	0.0	0.0	9.360289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Zoogloea	0.0	0.0	0.0	0.0	20.387352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1323557	0.0	0.0	0.0	0.0	0.0
g__JACKQE01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7950363	4.2404833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__SSSZ01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.896165	0.0	0.0	0.0	0.0	0.0	34.111217	0.0	0.0	0.0
g__QY30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.925919	3.980722	0.0	0.0	0.0	0.0	0.0	0.0
g__Sedimentibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5245266	0.0	0.0	0.0	0.0	0.0	0.0
g__Legionella_A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.383041	0.0	0.0	0.0	0.0	0.0
g__Nannocystis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2481203	0.0	0.0	0.0
g__UBA4844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065956	0.0	0.0
g__JAKJGA01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.317213	0.0
g__JADLFW01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2199721
g__Aquimonas	0.0	5.257082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__UBA5078	0.0	0.0	0.0	0.0	4.368305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__HKST-UBA178	0.0	0.0	0.0	0.0	0.0	8.064209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__JAGPMH01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.88196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Dokdonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7470586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Azospira_A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3680897	0.0	0.0	5.3882074	0.0	0.0	0.0	0.0	0.0	0.0
g__Mesotoga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.7235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Porcincola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0793495	0.0	0.0	0.0	0.0	0.0	0.0
g__Piscinibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.732979	0.0	0.0	0.0	0.0	0.0
g__JACKHO01	0.0	0.0	0.0	0.0	3.4288497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__JAEZYS01	0.0	0.0	0.0	0.0	0.0	6.831798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Competibacter_A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.452606	20.829397	0.0	0.0	0.0	0.0	10.989085	0.0	0.0	0.0	0.0	0.0	0.0
g__CAISKJ01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8949564	0.0	0.0	0.0	0.0	0.0	0.0	0.0
